20100622
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,273.50,273.50,270.81,271.20,-4.73,-0.0171,271.39,"4,230","1,147,988,880.00",&nbsp;,&nbsp;
Au9999,276.09,276.09,270.80,271.54,-4.55,-0.0165,271.64,"2,659.40","722,494,504.00",&nbsp;,&nbsp;
Au100g,275.10,275.70,271.42,271.53,-4.48,-0.0162,272.70,123.8,"33,761,018.00",&nbsp;,&nbsp;
AuT+D,275.00,275.50,270.50,271.30,-4.66,-0.0169,272.26,"32,432","8,830,150,720.00","117,480","5,140"
Au(T+N1),271.10,271.10,271.10,271.10,1.92,0.0071,271.10,2,"542,200.00",22,&nbsp;
Pt9995,363.00,364.00,362.00,362.00,-2.95,-0.0081,362.62,170,"61,646,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,310.00","4,328.00","4,239.00","4,247.00",-94.00,-0.0217,"4,279.00","346,270","1,482,020,910.00","618,490","1,410"
