20030414
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,87.39,87.06,87.39,87,0.13,0.15%,87.16,524,"45,674,190"
Au99.99,87.4,87.3,87.45,87.25,0.1,0.11%,87.32,345,"30,124,050"
