20101011
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,290.00,290.35,289.50,289.50,3.73,0.013,290.23,"4,068","1,180,660,880.00",　,　
Au9999&nbsp;,290.99,290.99,289.12,289.99,4.19,0.015,290.38,"3,131.40","909,327,540.00",　,　
Au100g,290.99,291.70,290.12,290.46,4.43,0.016,291.08,72.6,"21,132,850.00",　,　
Au(T+D),289.79,290.45,289.50,289.67,3.92,0.014,290.13,"12,504","3,627,806,360.00","107,712","4,638&nbsp;"
Pt9995&nbsp;,379.00,379.50,379.00,379.10,1.28,0.003,379.20,126,"47,780,000.00",　,　
Ag(T+D),5120.00,5200.00,5115.00,5172.00,247.00,0.050,5175.00,"445,010","2,302,941,396.00","1,289,266",　
