20120131
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,352.10,354.30,352.00,354.29,2.3,0.0065,353.74,"3,866","1,367,596,380.00",　,　
Au9999&nbsp;,350.90,354.38,350.90,354.16,3.15,0.009,353.76,"5,636","1,993,839,244.00",　,　
Au100g,352.00,354.20,351.96,354.09,1.98,0.0056,353.33,76.8,"27,136,426.00",　,　
Au(T+D),351.67,354.20,351.11,354.09,1.21,0.0034,353.34,"13,820","4,883,249,660.00","113,046","10,168&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",340.50,343.00,340.00,343.00,2.72,0.008,341.93,160,"54,710,000.00",　,　
Ag(T+D),6908,6990,6888,6987,49,0.0071,6946,"555,230","3,857,111,602.00","1,761,336","1,230&nbsp;"
