20190703
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,318.60,318.71,313.90,318.23,8.70,2.81%,318.23,800.00,"254,589,920.00",-,,
Au99.99,310.88,321.80,309.51,318.00,8.23,2.66%,318.39,"10,602.78","3,319,754,220.60",-,,
Au100g,309.12,321.00,309.00,318.18,8.56,2.76%,317.02,82.20,"26,059,238.00",-,,
iAu99.99,305.92,317.50,305.92,315.98,8.98,2.93%,316.34,318.44,"100,736,829.80",-,,
Au(T+D),310.00,321.09,309.38,318.06,9.08,2.94%,316.29,"177,522.00","56,149,723,720.00","319,400",多支付给空,"30,144"
Au(T+N1),314.65,326.00,314.65,324.15,10.20,3.25%,321.55,116.20,"37,362,460.00","40,400",多支付给空,400
Au(T+N2),311.95,325.00,311.95,320.55,8.85,2.84%,318.10,"1,307.60","415,940,340.00","490,822",多支付给空,"1,820"
mAu(T+D),309.98,324.39,309.36,318.23,9.28,3.00%,316.38,"22,683.80","7,176,881,064.00","742,716",多支付给空,"29,668"
Pt99.95,190.65,190.65,190.20,190.29,-0.91,-0.48%,190.29,38.00,"7,231,200.00",-,,
Ag(T+D),"3,614","3,698","3,602","3,656",44,1.22%,"3,646","6,712,110.00","24,476,329,802.00","12,190,262",空支付给多,"181,980"
PGC30g,312.00,319.00,312.00,314.33,3.33,1.07%,314.33,0.18,"56,580.00",-,,
