20120510
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,323.50,325.49,323.50,325.38,0.92,0.0028,324.88,"3,616","1,174,778,100.00",　,　
Au9999&nbsp;,324.64,325.59,323.32,325.57,0.93,0.0029,325.03,"5,212.20","1,694,160,504.00",　,　
Au100g,325.16,326.60,324.00,326.17,1.01,0.0031,325.34,115.6,"37,609,866.00",　,　
Au(T+D),323.01,325.40,323.00,325.39,-0.46,-0.0014,324.5,"14,760","4,789,712,760.00","156,734","6,368&nbsp;"
Pt9995&nbsp;,319.50,321.00,318.00,320.75,-0.11,-0.0003,319.79,290,"92,741,000.00",　,　
Ag(T+D),6150,6218,6134,6187,-36,-0.0058,6172,"949,216","5,859,042,892.00","2,906,752","3,660&nbsp;"
