20191205
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,336.00,336.35,335.30,336.09,-1.91,-0.57%,335.82,532.00,"178,659,380.00",-,,
Au99.99,339.98,339.98,335.50,336.49,-2.73,-0.80%,336.34,"10,656.88","3,480,614,534.20",-,,
Au100g,335.08,337.96,335.05,336.63,-2.52,-0.74%,336.31,20.20,"6,793,488.00",-,,
iAu99.99,333.47,334.60,332.35,334.59,-1.86,-0.55%,334.58,100.72,"33,699,721.40",-,,
Au(T+D),336.40,337.40,334.88,335.50,-0.78,-0.23%,336.00,"53,456.00","17,961,654,840.00","232,758",多支付给空,"5,476"
Au(T+N1),343.00,343.00,340.70,341.40,-0.60,-0.18%,341.30,348.00,"118,774,400.00","105,400",多支付给空,
Au(T+N2),337.00,337.00,336.30,336.60,0.25,0.07%,336.60,26.20,"8,819,230.00","261,484",多支付给空,
mAu(T+D),336.80,337.70,335.28,335.85,-1.00,-0.30%,336.24,"8,895.60","2,991,067,820.00","1,045,874",多支付给空,"26,068"
Pt99.95,210.25,210.90,210.25,210.73,-3.19,-1.49%,210.46,202.00,"42,513,240.00",-,,
Ag99.99,"4,154","4,154","4,154","4,154",-73,-1.73%,"4,154",660.00,"2,741,640.00",44,,
Ag(T+D),"4,170","4,192","4,117","4,122",-35,-0.84%,"4,148","10,755,780.00","44,621,821,034.00","13,710,234",多支付给空,"470,790"
NYAuTN06,340.10,341.35,339.00,339.50,-0.65,-0.19%,340.05,442.00,"150,310,800.00","28,956",,
NYAuTN12,334.80,336.00,332.10,334.40,-0.50,-0.15%,334.85,264.80,"88,672,670.00","18,900",,
PGC30g,343.13,343.58,342.38,342.56,-1.14,-0.33%,342.68,1.08,"370,099.80",-,,
