20140718
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,260.75,262.60,260.59,261.76,1.56,0.006,262.06,"3,512","920,385,120.00",　,　
Au9999&nbsp;,260.99,263.74,260.10,261.69,1.24,0.0048,262.07,"17,444.44","4,568,730,603.80",　,　
Au100g,260.77,263.50,260.20,261.98,1.22,0.0047,262.18,35.2,"9,228,826.00",　,　
Au(T+D),260.80,264.40,259.77,261.73,1.82,0.007,262.19,"31,458","8,248,104,140.00","135,872","8,516"
mAu(T+D),260.71,264.00,260.03,261.84,1.71,0.0066,262.20,"2,720","713,204,738.00","112,186","9,426"
Pt9995&nbsp;,312.25,313.00,312.25,312.75,0.90,0.0029,312.68,120,"37,522,000.00",　,　
Ag99.99&nbsp;,4395,4395,4280,4318,-6,-0.0014,4318,"3,600","15,546,000.00",240,　
Ag(T+D),4313,4367,4303,4337,32,0.0074,4341,"1,849,856","8,030,644,090.00","4,843,268",　
