20110516
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,313.05,314.20,313.05,313.99,-2.97,-0.009,313.46,"2,998","939,766,620.00",　,　
Au9999&nbsp;,317.00,317.00,312.70,314.02,-2.98,-0.009,313.43,"4,866.80","1,525,279,242.00",　,　
Au100g,312.50,315.53,312.50,313.81,-3.09,-0.010,314.03,54,"16,957,870.00",　,　
Au(T+D),312.90,314.00,312.01,313.94,-3.07,-0.010,313.12,"9,712","3,041,067,100.00","114,086","2,954&nbsp;"
Pt9995&nbsp;,381.25,383.00,381.25,382.10,-2.90,-0.008,382.07,366,"139,840,000.00",　,　
Ag(T+D),7600.00,7711.00,7458.00,7552.00,-292.00,-0.037,7578.00,"1,032,850","7,827,011,862.00","1,788,502",540&nbsp;
