20121112
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,348.60,348.65,347.80,348.07,-0.25,-0.0007,348.18,"2,698","939,395,980.00",　,　
Au9999&nbsp;,350.00,350.00,347.51,348.24,-0.08,-0.0002,348.25,"4,805","1,673,374,542.00",　,　
Au100g&nbsp;,349.98,349.98,348.30,349.00,0.14,0.0004,348.79,35.8,"12,486,878.00",　,　
Au(T+D),349.60,349.60,347.75,348.21,0.38,0.0011,348.16,"10,400","3,620,960,120.00","161,208","8,202&nbsp;"
Pt9995&nbsp;,329.75,330.50,329.00,330.00,2.52,0.0077,329.81,178,"58,674,000.00",　,　
Ag(T+D),6758.00,6776.00,6710.00,6735.00,62,0.0093,6737.00,"420,408","2,832,405,970.00","3,321,854",　
