20190604
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,296.80,297.10,296.50,296.96,3.02,1.03%,296.81,814.00,"241,605,080.00",-,,
Au99.99,295.49,297.66,294.30,297.59,3.08,1.05%,296.87,"19,813.28","5,798,987,549.60",-,,
Au100g,294.00,297.77,293.32,297.57,3.72,1.27%,296.31,103.20,"30,580,180.00",-,,
iAu99.99,293.00,295.40,292.00,294.93,3.08,1.06%,294.77,69.52,"20,493,094.80",-,,
iAu100g,285.00,285.00,285.00,285.00,6.00,2.15%,285.00,0.20,"57,000.00",-,,
Au(T+D),295.23,297.80,294.38,297.60,4.55,1.55%,296.27,"90,642.00","26,854,674,940.00","268,986",多支付给空,"14,100"
Au(T+N1),295.30,297.80,294.80,297.70,4.00,1.36%,296.60,"2,807.40","832,634,880.00","182,256",多支付给空,
Au(T+N2),296.65,300.20,296.65,299.95,4.90,1.66%,298.25,381.00,"113,638,120.00","426,974",多支付给空,"1,140"
mAu(T+D),295.12,298.00,294.38,297.71,4.43,1.51%,296.33,"12,844.00","3,806,165,492.00","678,198",空支付给多,"24,932"
Pt99.95,189.65,189.84,189.60,189.80,5.76,3.13%,189.72,124.00,"23,525,440.00",-,,
Ag(T+D),"3,538","3,553","3,534","3,551",28,0.79%,"3,544","4,207,548.00","14,912,009,728.00","13,508,894",多支付给空,"93,000"
PGC30g,297.60,300.00,297.60,299.76,4.21,1.42%,298.47,1.02,"304,444.20",-,,
