20100728
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,257.00,257.00,255.00,255.78,-3.31,-0.013,255.43,"3,060","781,643,200.00",&nbsp;,&nbsp;
Au9999&nbsp;,260.00,260.00,255.10,255.80,-3.70,-0.014,255.60,"4,319.20","1,104,159,346.00",&nbsp;,&nbsp;
Au100g,259.50,259.50,256.00,256.53,-3.49,-0.013,256.85,114.2,"29,333,292.00",&nbsp;,&nbsp;
Au(T+D),259.10,259.10,254.50,255.57,-3.63,-0.014,255.89,"44,476","11,381,086,600.00","125,352","1,094&nbsp;"
Au(T+N1),257.70,257.70,257.70,257.70,-7.60,-0.029,257.70,2,"515,400.00",20,&nbsp;
Pt9995&nbsp;,348.00,349.50,347.50,348.94,-4.39,-0.012,348.60,84,"29,283,000.00",&nbsp;,&nbsp;
Ag(T+D),4150.00,4157.00,4110.00,4117.00,-36.00,-0.009,4120.00,"299,318","1,233,339,618.00","880,492",&nbsp;
