20120305
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,348.90,348.99,347.50,347.84,-0.70,-0.0020,348.17,"2,470","859,987,480.00",　,　
Au9999&nbsp;,350.00,350.00,347.40,348.09,-0.61,-0.0017,348.07,"5,071.60","1,765,285,066.00",　,　
Au100g,348.80,350.00,347.60,347.74,-0.92,-0.0026,348.68,66.8,"23,292,112.00",　,　
Au(T+D),348.10,350.80,347.30,347.73,-0.49,-0.0014,348.00,"8,810","3,065,914,720.00","112,878","5,442&nbsp;"
Pt9995&nbsp;,355.50,355.50,355.00,355.50,-3.36,-0.0094,355.41,244,"86,722,000.00",　,　
Ag(T+D),7125.00,7150.00,7091.00,7104.00,-55.00,-0.0077,7121.00,"352,894","2,513,098,698.00","1,977,756",480&nbsp;
