20130412
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,312.00,312.25,311.80,311.80,0.31,0.001,311.99,"1,926","600,909,400.00",　,　
Au9999&nbsp;,312.80,312.86,311.76,311.82,-0.05,-0.0002,312.02,"11,680.40","3,644,594,198.00",　,　
Au100g&nbsp;,312.50,313.50,312.00,312.40,-0.1,-0.0003,312.71,109.2,"34,148,408.00",　,　
Au(T+D),312.14,313.00,311.50,311.50,-1.52,-0.0049,311.96,"24,502","7,643,789,740.00","200,904","26,224&nbsp;"
Pt9995&nbsp;,320.00,320.00,319.00,319.50,0.44,0.0014,319.43,290,"92,637,000.00",　,　
Ag99.99&nbsp;,5630,5635,5630,5631,-1,-0.0002,5631,"3,600","20,274,000.00",240,　
Ag(T+D)&nbsp;,5680,5720,5670,5679,-17,-0.003,5694,"943,160","5,371,101,828.00","4,151,034","1,710&nbsp;"
