20140424
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,258.00,258.00,257.66,257.78,-0.03,-0.0001,257.88,928,"239,315,580.00",　,　
Au9999&nbsp;,258.30,258.50,257.50,257.70,-0.18,-0.0007,257.83,"21,159.62","5,455,954,520.80",　,　
Au100g,258.00,258.56,257.60,258.49,-0.04,-0.0002,258.36,19.2,"4,960,556.00",　,　
Au(T+D),258.00,258.15,257.10,257.77,0.18,0.0007,257.82,"21,534","5,551,910,220.00","165,090","13,196"
mAu(T+D),257.86,258.20,257.40,257.86,0.33,0.0013,257.8,"1,447.20","373,099,424.00","54,326","5,816"
Pt9995&nbsp;,295.50,296.50,295.00,296.00,0.00,0,296.01,292,"86,435,000.00",　,　
Ag(T+D),4020,4030,4014,4020,6,0.0015,4022,"307,080","1,235,231,292.00","4,033,722",　
