20100805
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,261.50,261.70,260.70,260.72,0.23,0.001,260.86,"2,582","673,551,800.00",　,　
Au9999,262.00,262.00,260.60,260.78,0.15,0.001,260.97,"1,990.60","519,590,556.00",　,　
Au100g,262.50,262.60,261.20,261.25,0.30,0.001,261.62,30.2,"7,900,942.00",　,　
AuT+D,261.35,261.95,260.60,260.80,0.30,0.001,261.22,"13,914","3,634,684,780.00","123,654","5,218"
Au(T+N1),260.80,260.80,260.80,260.80,0.85,0.003,260.80,2,"521,600.00",16,　
Pt9995,360.00,360.00,356.50,356.81,-4.02,-0.011,358.02,112,"40,099,000.00",　,　
Ag(T+D),4208.00,4212.00,4175.00,4177.00,-15.00,-0.004,4191.00,"155,876","653,421,192.00","694,794",　
