20120731
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,332.00,332.85,332.00,332.40,0.71,0.0021,332.47,"2,976","989,442,980.00",　,　
Au9999&nbsp;,333.00,333.00,331.30,332.35,0.60,0.0018,332.61,"3,706.60","1,232,858,098.00",　,　
Au100g,331.50,332.84,331.31,332.19,0.49,0.0015,332.30,59.6,"19,805,630.00",　,　
Au(T+D),331.30,332.99,331.30,332.23,0.15,0.0005,332.44,"16,438","5,464,736,720.00","148,724","6,938&nbsp;"
Pt9995&nbsp;,306.50,307.00,306.50,306.50,2.58,0.0085,306.62,62,"19,011,000.00",　,　
Ag(T+D),5838.00,5950.00,5838.00,5920.00,85.00,0.0146,5904.00,"1,034,342","6,107,467,310.00","3,146,896",　
