20140811
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,259.30,259.30,258.70,258.98,-2.09,-0.008,258.86,"2,898","750,201,680.00",　,　
Au9999&nbsp;,260.90,260.90,258.75,259.37,-1.73,-0.0066,258.95,"10,599.98","2,745,553,961.80",　,　
Au100g&nbsp;,261.00,261.00,258.70,259.48,-1.52,-0.0058,259.48,24,"6,227,748.00",　,　
Au(T+D)&nbsp;,259.50,260.30,258.50,259.04,-1.12,-0.0043,259.24,"20,764","5,382,961,160.00","132,296","8,106"
mAu(T+D)&nbsp;,259.95,260.33,258.70,259.11,-1.34,-0.0051,259.38,"2,158.80","559,955,562.00","117,442","6,884"
Pt9995&nbsp;,307.00,307.00,306.00,306.08,-1.96,-0.0064,306.63,234,"71,751,500.00",　,　
Ag(T+D)&nbsp;,4253,4262,4245,4255,-2,-0.0005,4253,"583,192","2,480,382,824.00","4,945,898",　
