20101126
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,295.50,295.78,294.10,294.25,-0.8,-0.0027,295.23,"1,842","543,824,580.00",　,　
Au9999&nbsp;,297.00,297.00,294.44,294.85,-0.73,-0.0025,295.17,"5,320.60","1,438,916,666.00",　,　
Au100g,297.00,297.40,295.00,295.63,-0.86,-0.0029,296.05,58.6,"17,348,910.00",　,　
Au(T+D),294.88,295.80,294.00,294.05,-0.83,-0.0028,294.75,"6,654","1,961,294,620.00","124,618","6,814&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",366.50,367.25,365.00,365.00,-2.02,-0.0055,365.62,292,"106,762,500.00",　,　
Ag(T+D),6170,6195,6055,6087,-73,-0.0119,6128,"390,894","2,395,635,030.00","1,287,322",　
