20100910
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au100g&nbsp;,273.53,274.39,271.58,272.60,-1.70,-0.0062,272.72,53.8,"14,672,780.00",　,　
Au9995&nbsp;,271.85,272.15,271.70,272.02,-2.04,-0.0074,271.95,"3,380","919,195,620.00",　,　
Au9999&nbsp;,275.00,275.00,271.70,272.30,-1.84,-0.0067,272.09,"2,617.20","712,115,362.00",　,　
Pt9995&nbsp;,353.50,353.50,351.00,352.16,0.08,0.0002,352,240,"84,481,000.00",　,　
Ag(T+D),4349.00,4366.00,4330.00,4333.00,-15.00,-0.0034,4341,"176,718","767,233,696.00","1,411,460",　
Au(T+D),273.49,274.30,271.50,272.10,-1.99,-0.0073,272.2,"24,226","6,594,357,740.00","115,192","7,362&nbsp;"
