20120116
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,334.60,336.50,333.50,336.25,-1.13,-0.0033,335.77,"4,348","1,459,932,420.00",　,　
Au9999&nbsp;,337.51,337.51,333.56,336.39,-1.12,-0.0033,335.77,"10,142.60","3,405,647,450.00",　,　
Au100g,334.20,336.30,334.01,335.89,-1.75,-0.0052,335.19,147.6,"49,474,236.00",　,　
Au(T+D),333.30,335.90,333.30,335.39,-0.85,-0.0025,335.05,"12,062","4,041,464,160.00","131,210","9,154&nbsp;"
Pt9995&nbsp;,314.00,318.00,314.00,317.53,0.45,0.0014,316.54,208,"65,842,000.00",　,　
Ag(T+D),6211.00,6236.00,6175.00,6235.00,-103.00,-0.0163,6210.00,"234,476","1,456,218,176.00","1,950,872",　
