20021223
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,92,92.13,92.25,91.85,0.2,0.22%,92.08,834,"76,793,060"
Au99.99,93.8,93.44,94,93.28,-0.96,-1.02%,93.5,41,"3,833,660"
