20191227
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,340.80,341.80,340.35,340.73,1.61,0.47%,341.00,640.00,"218,245,700.00",-,,
Au99.99,341.86,342.29,338.11,340.47,0.63,0.19%,341.34,"35,948.10","12,001,838,221.40",-,,
Au100g,340.10,342.85,339.11,340.97,0.96,0.28%,341.72,37.60,"12,848,860.00",-,,
iAu99.99,340.18,340.50,339.65,340.06,2.13,0.63%,340.05,325.62,"110,729,710.00",-,,
Au(T+D),339.55,341.83,339.55,340.39,1.33,0.39%,340.67,"63,920.00","21,776,236,380.00","267,122",多支付给空,"14,170"
Au(T+N1),344.40,347.00,344.40,345.90,2.10,0.61%,345.85,"1,441.60","498,573,270.00","112,540",,
Au(T+N2),346.10,349.45,346.10,347.95,0.75,0.22%,348.75,465.60,"162,372,560.00","83,446",,
mAu(T+D),339.90,342.03,339.85,340.52,1.28,0.38%,341.00,"9,540.20","3,253,222,580.00","1,080,588",空支付给多,"31,814"
Pt99.95,221.63,221.63,219.00,220.40,0.10,0.05%,220.66,136.00,"30,010,140.00",-,,
Ag99.99,"4,318","4,318","4,318","4,318",-41,-0.94%,"4,318","2,970.00","12,824,460.00",198,,
Ag(T+D),"4,333","4,352","4,282","4,287",-24,-0.56%,"4,312","12,591,820.00","54,308,246,912.00","13,571,944",多支付给空,450
NYAuTN06,343.30,345.65,343.30,344.35,1.35,0.39%,344.60,481.00,"165,762,480.00","36,268",,
NYAuTN12,360.00,360.00,347.85,348.45,1.40,0.40%,348.80,151.60,"52,880,350.00","7,524",,
PGC30g,347.22,348.18,346.97,347.37,1.87,0.54%,347.43,1.14,"396,076.80",-,,
