20100817
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,268.00,268.40,267.50,267.88,0.85,0.003,267.76,45.2,"12,102,912.00",　,　
Au9995,267.50,267.79,267.20,267.78,0.94,0.004,267.55,"2,774","742,201,820.00",　,　
Au9999,267.40,268.00,267.00,268.00,1.14,0.004,267.61,"1,716.60","459,379,952.00",　,　
Pt9995,348.00,351.00,348.00,350.50,2.57,0.007,349.66,282,"98,605,000.00",　,　
Ag(T+D),4206.00,4207.00,4193.00,4203.00,14.00,0.003,4200.00,"178,668","750,428,888.00","664,430",　
AuT+D,268.00,268.00,266.90,267.71,0.98,0.004,267.51,"13,446","3,597,018,820.00","120,860","4,816"
