20190917
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,343.55,343.80,343.00,343.11,-1.39,-0.40%,343.41,628.00,"215,662,380.00",-,,
Au99.99,345.85,346.85,340.00,343.70,-0.70,-0.20%,343.69,"15,024.62","5,133,790,712.40",-,,
Au100g,345.89,345.89,343.50,344.48,-0.16,-0.05%,344.18,38.40,"13,216,676.00",-,,
iAu99.99,341.00,341.50,341.00,341.22,0.31,0.09%,341.22,450.22,"153,625,020.00",-,,
Au(T+D),344.30,344.70,342.45,343.22,-1.18,-0.34%,343.46,"48,996.00","16,828,382,620.00","254,456",多支付给空,"5,902"
Au(T+N1),348.40,350.20,347.85,349.05,-1.40,-0.40%,348.20,266.00,"92,623,830.00","96,614",多支付给空,
Au(T+N2),344.30,347.85,344.20,344.80,-1.45,-0.42%,345.50,"1,955.20","675,526,850.00","505,132",多支付给空,400
mAu(T+D),344.50,344.90,342.68,343.50,-1.12,-0.32%,343.74,"8,063.20","2,771,681,414.00","833,626",空支付给多,"20,250"
Pt99.95,219.70,220.35,219.46,219.55,-4.11,-1.84%,219.81,250.00,"54,953,760.00",-,,
Ag99.99,"4,378","4,378","4,378","4,378",-62,-1.40%,"4,378","3,000.00","13,134,000.00",200,,
Ag(T+D),"4,366","4,390","4,334","4,348",-12,-0.28%,"4,359","8,513,106.00","37,114,576,512.00","11,457,338",多支付给空,"453,900"
PGC30g,345.60,347.00,345.60,346.92,1.25,0.36%,346.13,3.96,"1,370,677.20",-,,
