20111028
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,354.00,358.50,354.00,356.37,3.58,0.0101,357.01,"2,512","896,820,700.00",　,　
Au9999&nbsp;,354.00,359.66,353.00,356.34,3.37,0.0095,357.09,"4,185.80","1,494,744,608.00",　,　
Au100g,353.03,360.00,353.03,356.32,3.22,0.0091,356.82,117,"41,749,080.00",　,　
Au(T+D),352.92,359.59,352.30,356.28,2.66,0.0075222,356.57,"23,650","8,433,014,820.00","143,058","8,508&nbsp;"
Au(T+N1),270.55,294.89,270.55,282.72,12.17,0.045,282.72,4,"1,130,880.00",0,　
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",343.00,351.50,343.00,348.95,8.95,0.0263,349.63,100,"34,963,000.00",　,　
Ag(T+D),7110,7485,7089,7393,320,0.0452425,7312,"1,656,414","12,112,527,818.00","1,850,798",210&nbsp;
