20021107
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,84.65,84.67,84.75,84.61,0.17,0.20%,84.68,220,"18,628,820"
Au99.99,85,85.14,85.15,85,0.24,0.28%,85.09,26,"2,212,310"
