20130619
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,274.00,274.50,273.30,274.31,-1.22,-0.0044,273.60,"3,096","847,092,940.00",　,　
Au9999&nbsp;,276.48,276.48,273.00,274.25,-1.39,-0.005,273.74,"19,175.20","5,249,029,664.00",　,　
Au100g&nbsp;,277.49,277.49,273.62,274.58,-1.49,-0.0054,274.44,94.4,"25,907,152.00",　,　
Au(T+D),275.42,275.49,273.20,274.10,-2.05,-0.0074,273.88,"28,610","7,835,888,380.00","210,572","20,706&nbsp;"
Pt9995&nbsp;,297.00,299.00,297.00,298.52,1.72,0.0058,298.22,320,"95,432,500.00",　,　
Ag99.99&nbsp;,4370.00,4370.00,4370.00,4370.00,-23,-0.0052,4370.00,"3,600","15,732,000.00",240,　
Ag(T+D)&nbsp;,4391.00,4391.00,4344.00,4361.00,-33,-0.0075,4360.00,"1,510,074","6,585,287,188.00","3,374,596","2,310&nbsp;"
