20100729
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,256.30,258.40,254.60,257.00,0.47,0.002,256.83,72.2,"18,543,644.00",　,　
Au9995,254.00,256.10,254.00,255.80,0.02,0.000,255.76,"2,920","746,824,860.00",　,　
Au9999,257.40,257.40,254.25,255.80,0.00,0.000,255.69,"2,421.80","619,468,992.00",　,　
Pt9995,349.00,350.50,348.50,349.27,0.33,0.001,349.01,54,"18,847,000.00",　,　
Ag(T+D),4085.00,4116.00,4081.00,4109.00,-8.00,-0.002,4095.00,"261,592","1,071,313,020.00","945,836",　
AuT+D,254.15,256.00,253.68,255.48,-0.09,0.000,254.96,"14,252","3,633,778,520.00","128,634",832
