20100723
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,260.50,261.95,260.50,261.92,2.28,0.0088,261.52,22,"5,753,524.00",&nbsp;,&nbsp;
Au9995,259.50,262.00,259.50,261.65,2.46,0.0095,261.25,"3,266","853,258,620.00",&nbsp;,&nbsp;
Au9999,260.50,261.80,259.50,261.73,2.71,0.0105,261.27,"3,099.20","819,005,826.00",&nbsp;,&nbsp;
Pt9995,346.00,348.00,346.00,347.50,4.72,0.0138,347.07,68,"23,601,000.00",&nbsp;,&nbsp;
Ag(T+D),"4,120.00","4,159.00","4,117.00","4,156.00",41.00,0.01,"4,146.00","268,116","1,111,681,610.00","821,892",&nbsp;
AuT+D,259.00,261.65,259.00,261.49,2.58,0.01,260.96,"17,484","4,562,631,880.00","102,418","10,004"
