20121009
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,358.50,359.90,358.50,359.30,1.20,0.0034,359.53,"2,988","1,074,294,600.00",　,　
Au9999&nbsp;,361.00,361.00,358.20,359.28,0.98,0.0027,359.71,"2,817","1,013,318,188.00",　,　
Au100g,359.00,360.00,358.00,359.40,0.73,0.0020,359.39,60.4,"21,707,626.00",　,　
Au(T+D),358.10,359.97,357.90,359.04,0.80,0.0022,359.26,"12,742","4,577,767,160.00","119,594","6,462&nbsp;"
Pt9995&nbsp;,355.50,360.00,355.50,359.52,3.96,0.0111,358.69,256,"91,827,000.00",　,　
Ag(T+D),7013,7069,7011,7028,-12,-0.0017,7042,"500,230","3,523,107,864.00","2,736,666",120&nbsp;
