20110923
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au100g,360.00,365.80,359.00,365.46,-3.54,-0.0096,362.06,320.4,"116,005,810.00",　,　
Au9995&nbsp;,364.00,364.80,358.00,360.54,-7.68,-0.0209,360.8,"3,078","1,110,548,480.00",　,　
Au9999&nbsp;,368.00,368.00,358.00,360.00,-8,-0.0217,360.78,"8,164.60","2,945,647,936.00",　,　
Pt9995&nbsp;,365.00,365.00,358.00,361.33,-8.33,-0.0225,360.37,792,"285,419,700.00",　,　
Au(T+D),359.00,364.50,358.00,361.30,-6.67,-0.0181,361.07,"45,864","16,560,423,800.00","149,866","12,858&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",7950,8060,7664,7664,-791,-0.0936,7911,"1,691,612","13,383,774,298.00","2,940,474","2,970&nbsp;"
