20130301
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,324.18,324.18,320.30,320.79,-3.39,-0.0105,320.63,"2,390","766,310,680.00",　,　
Au9999&nbsp;,324.99,324.99,320.33,320.70,-3.29,-0.0102,320.64,"12,976","4,168,255,124.00",　,　
Au100g,325.00,325.50,321.70,322.00,-3.08,-0.0095,322.47,174.8,"56,368,254.00",　,　
Au(T+D),321.51,322.60,319.10,320.33,-3.46,-0.0107,320.42,"25,098","8,042,116,640.00","228,340","17,438&nbsp;"
Pt9995&nbsp;,333.50,333.50,330.50,331.50,-5.13,-0.0152,331.49,722,"239,342,200.00",　,　
Ag99.99&nbsp;,5910.00,5915.00,5900.00,5900.00,-66,-0.0111,5902.00,"13,770","81,279,750.00",918,　
Ag(T+D),6010.00,6013.00,5920.00,5924.00,-98,-0.0163,5955.00,"1,491,592","8,883,133,616.00","3,857,616",　
