20100823
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,268.50,269.25,268.40,268.91,-0.08,0.000,268.76,31.2,"8,385,342.00",　,　
Au9995,268.50,269.25,268.36,269.22,0.47,0.002,268.86,"2,842","764,114,820.00",　,　
Au9999,270.00,270.00,268.39,269.25,0.43,0.002,268.87,"2,802","751,919,122.00",　,　
Pt9995,343.00,343.50,343.00,343.50,-1.71,-0.005,343.30,614,"210,787,600.00",　,　
Ag(T+D),4173.00,4184.00,4166.00,4181.00,-9.00,-0.002,4174.00,"210,926","880,405,630.00","703,966",　
AuT+D,268.26,269.15,268.26,268.89,0.20,0.001,268.70,"6,470","1,738,539,700.00","115,550","5,180"
