20111202
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,358.00,358.00,352.30,357.48,0.44,0.0012,357.23,"2,372","847,352,280.00",　,　
Au9999&nbsp;,358.50,358.70,356.00,357.59,-0.09,-0.0003,357.33,"3,673.40","1,312,659,574.00",　,　
Au100g,362.00,362.00,356.01,357.38,-0.05,-0.0001,357.09,51,"18,212,090.00",　,　
Au(T+D),358.25,358.88,356.00,357.39,0.24,0.0007,357.54,"18,544","6,630,287,340.00","143,478","14,928&nbsp;"
Pt9995&nbsp;,334.00,334.00,332.50,333.50,1.22,0.0037,333.43,210,"70,022,000.00",　,　
Ag(T+D),6999,7047,6914,6950,55,0.008,6978,"870,694","6,076,180,658.00","2,142,942","1,230&nbsp;"
