20081230
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,193.50,193.50,191.51,192.39,-2.00,-0.01,192.57,"2,842","547,298,100.00",&nbsp;,&nbsp;
Au9999,193.50,194.38,192.03,192.69,-2.11,-0.011,193.29,"1,974.20","381,607,564.00",&nbsp;,&nbsp;
Au100g,193.28,193.50,192.00,193.26,-1.05,-0.005,192.78,87.8,"16,926,794.00",&nbsp;,&nbsp;
AuT+D,193.61,194.50,192.12,192.54,-1.87,-0.01,192.81,"10,190","1,964,827,860.00","79,436","1,660"
Au(T+N1),192.75,192.91,192.30,192.49,-1.06,-0.006,192.53,"2,912","560,654,080.00",6,&nbsp;
Au(T+N2),192.00,192.60,192.00,192.47,-1.18,-0.006,192.40,"3,300","634,927,200.00",18,&nbsp;
Pt9995,212.50,213.00,211.00,212.50,-2.70,-0.013,212.03,126,"26,716,000.00",&nbsp;,&nbsp;
Ag(T+D),"2,485.00","2,510.00","2,465.00","2,474.00",-16.00,-0.006,"2,482.00","18,548","46,044,044.00","93,498",30
