20191016
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,339.70,340.00,339.00,339.97,-0.57,-0.17%,339.48,806.00,"273,625,420.00",-,,
Au99.99,335.00,342.50,335.00,340.14,-0.97,-0.28%,339.84,"11,323.14","3,772,799,880.20",-,,
Au100g,341.00,342.50,339.52,340.79,-1.26,-0.37%,340.73,24.40,"8,313,870.00",-,,
iAu99.99,338.00,339.00,338.00,338.45,-0.63,-0.19%,338.49,41.40,"14,013,778.40",-,,
Au(T+D),341.35,341.40,337.77,339.84,-0.86,-0.25%,339.48,"65,536.00","22,248,533,640.00","217,060",多支付给空,"7,012"
Au(T+N1),345.90,346.15,343.80,345.10,-1.40,-0.40%,345.60,597.80,"206,613,800.00","103,802",,
Au(T+N2),341.40,343.60,339.30,340.55,-0.90,-0.26%,340.25,46.80,"15,923,610.00","544,248",多支付给空,
mAu(T+D),341.40,341.43,338.20,340.06,-0.91,-0.27%,339.80,"9,237.40","3,138,889,818.00","845,574",多支付给空,"17,866"
Pt99.95,208.40,209.04,207.77,208.28,-0.85,-0.41%,208.46,130.00,"27,100,420.00",-,,
Ag99.99,"4,280","4,280","4,280","4,280",-5,-0.12%,"4,280",30.00,"128,400.00",2,,
Ag(T+D),"4,299","4,299","4,205","4,229",-66,-1.54%,"4,253","11,176,812.00","47,544,221,004.00","11,948,388",空支付给多,"702,540"
沪纽金TN06,344.70,344.80,341.90,342.75,-1.05,-0.31%,342.70,165.20,"56,617,550.00","2,092",,
沪纽金TN12,341.50,342.00,338.65,339.75,-1.05,-0.31%,339.55,154.60,"52,494,860.00","2,660",,
PGC30g,347.00,349.00,346.80,347.70,-10.30,-2.88%,347.70,0.24,"83,448.00",-,,
