20030107
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,93.7,93.58,93.7,93.5,-0.25,-0.27%,93.6,736,"68,890,730"
Au99.99,93.75,93.67,93.75,93.66,-0.28,-0.30%,93.7,62,"5,809,550"
