20021118
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,85.18,85.28,85.3,85.16,0.5,0.59%,85.21,183,"15,592,850"
Au99.99,85.26,85.28,85.31,85.25,0.28,0.33%,85.26,126,"10,743,380"
