20110209
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,289.50,291.00,289.50,290.20,5.00,0.018,289.90,"1,858","538,651,220.00",　,　
Au9999&nbsp;,290.99,290.99,289.02,290.00,4.05,0.014,289.91,"3,653.80","1,059,424,050.00",　,　
Au100g,292.99,294.00,292.00,292.97,4.70,0.016,292.74,41.6,"12,178,376.00",　,　
Au(T+D),290.00,290.15,289.21,290.09,4.44,0.016,289.58,"11,676","3,381,170,040.00","150,224","8,704&nbsp;"
Pt9995&nbsp;,409.50,410.00,409.50,409.83,13.83,0.035,409.59,126,"51,609,000.00",　,　
Ag(T+D),6548.00,6550.00,6510.00,6537.00,284.00,0.045,6526.00,"696,150","4,543,130,816.00","1,335,302","1,200&nbsp;"
