20130807
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,258.40,258.40,256.10,257.03,-2.38,-0.0092,256.89,"4,912","1,261,891,600.00",　,　
Au9999&nbsp;,259.01,259.50,256.00,257.11,-2.78,-0.0107,256.99,"8,567.60","2,201,836,350.00",　,　
Au100g&nbsp;,259.00,261.00,256.52,257.97,-2.12,-0.0082,258.13,93.2,"24,058,188.00",　,　
Au(T+D)&nbsp;,258.65,258.85,255.70,256.93,-3.52,-0.0135,256.82,"40,454","10,389,449,560.00","202,440","1,404&nbsp;"
Pt9995&nbsp;,296.00,296.75,294.00,295.53,-3.51,-0.0117,295.23,616,"181,862,500.00",　,　
Ag(T+D)&nbsp;,3930,3934,3880,3895,-43,-0.0109,3905,"1,519,432","5,934,116,426.00","3,802,994",　
