20131126
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,244.90,247.30,244.90,247.15,3.65,0.015,246.72,"5,138","1,267,665,680.00",　,　
Au9999&nbsp;,243.98,247.38,243.00,247.32,4,0.0164,246.77,"19,547.40","4,821,904,602.00",　,　
Au100g&nbsp;,244.99,247.50,243.80,247.20,2.42,0.0099,246.84,72.2,"17,822,254.00",　,　
Au(T+D)&nbsp;,243.59,247.14,242.70,247.11,2.62,0.0107,246.15,"35,034","8,623,632,340.00","187,254","8,114"
Pt9995&nbsp;,287.00,287.75,286.50,287.00,1.34,0.0047,287.31,832,"239,046,500.00",　,　
Ag(T+D)&nbsp;,4078,4150,4060,4147,53,0.0129,4111,"1,601,168","6,583,766,922.00","4,320,294","3,990"
