20110705
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,312.00,312.86,311.70,311.83,-0.22,-0.001,312.28,"3,638","1,136,085,300.00",　,　
Au9999&nbsp;,312.50,313.00,311.80,312.13,-0.14,0.000,312.28,"2,800.80","874,635,644.00",　,　
Au100g,312.55,314.50,312.40,312.56,0.06,0.000,313.50,60,"18,810,500.00",　,　
Au(T+D),312.85,312.85,311.42,311.50,-0.43,-0.001,311.91,"11,954","3,728,688,020.00","107,552","1,644&nbsp;"
Pt9995&nbsp;,371.00,371.50,369.50,370.18,-1.13,-0.003,370.57,204,"75,598,000.00",　,　
Ag(T+D),7420.00,7458.00,7380.00,7386.00,-24.00,-0.003,7411.00,"309,714","2,295,538,924.00","2,121,216","4,140&nbsp;"
