20191210
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,332.10,332.10,331.80,332.00,0.08,0.02%,332.00,520.00,"172,644,740.00",-,,
Au99.99,334.49,334.49,331.70,333.43,1.12,0.34%,332.14,"15,017.08","4,861,541,036.40",-,,
Au100g,342.05,342.05,332.00,333.95,1.45,0.44%,333.49,25.00,"8,337,414.00",-,,
iAu99.99,330.75,330.75,330.75,330.75,0.43,0.13%,330.75,100.00,"33,075,000.00",-,,
Au(T+D),332.21,332.66,331.52,332.29,0.02,0.01%,332.12,"29,510.00","9,801,017,520.00","225,452",多支付给空,"5,548"
Au(T+N1),336.20,337.45,336.20,336.20,-0.75,-0.22%,336.85,108.80,"36,650,110.00","106,612",,
Au(T+N2),330.05,332.50,330.05,332.10,0.05,0.02%,332.25,13.00,"4,319,270.00","230,454",多支付给空,
mAu(T+D),332.80,332.97,331.84,332.54,0.01,0.00%,332.38,"4,908.00","1,631,331,792.00","1,082,148",多支付给空,"49,376"
Pt99.95,209.11,210.30,209.11,210.22,1.64,0.79%,209.69,432.00,"90,587,940.00",-,,
Ag(T+D),"4,046","4,052","4,031","4,042",-10,-0.25%,"4,039","3,713,606.00","15,001,670,032.00","13,401,334",多支付给空,"52,680"
NYAuTN06,336.60,336.90,335.80,336.35,0.00,0.00%,336.30,183.40,"61,674,950.00","31,298",,
NYAuTN12,330.25,331.10,330.00,330.60,-0.30,-0.09%,330.50,84.80,"28,024,900.00","18,544",,
PGC30g,338.71,338.88,338.04,338.48,0.45,0.13%,338.58,0.96,"325,041.60",-,,
