20111014
,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,345.21,345.95,344.00,345.42,-1.28,-0.0037,345.49,"3,714","1,283,177,320.00",　,　
Au9999&nbsp;,347.00,347.00,343.11,345.61,-1.39,-0.004,345.5,"5,203.40","1,797,788,220.00",　,　
Au100g,344.51,346.90,344.30,346.54,-0.61,-0.0018,345.45,50.8,"17,549,350.00",　,　
Au(T+D),345.50,346.00,342.82,345.59,-1.04,-0.003,345.08,"29,164","10,064,192,160.00","127,740","17,036&nbsp;"
"//functionSelectEvent(value,index){this.values=value.split("";"")this.index=index;}functionexportbrowseTMTradeQuotationExcel(){myform.action=""browseTMTradeQuotation?.xls"";myform.view_command.value=""export_excel"";myform.target=""_blank"";myform.submit();myform.target=""_self"";myform.view_command.value="""";}functionSelectListener(){this.onSelectChanged="""";}varselectListener=newSelectListener();varoldEvent;functionmyform_select(value,index){values=value.split("";"")varevent=newSelectEvent(value,index);str=selectListener.onSelectChanged+""(event,oldEvent);"";eval(str);oldEvent=event;}functionopenUrl(url){document.location=url}functionisSelected(){checked=false;if(document.myform.myform_radio!=null){a=document.myform.myform_radio;if(a.length!=null){for(i=0;i<a.length;i++){if(a(i).type==""radio""&&a(i).checked==true){checked=true;break;}}}else{if(a.type==""radio""&&a.checked==true){checked=true;}}}returnchecked;}functiondoCommand(action,checkselect,confirm){if(checkselect){if(!isSelected()){alert(""请选择一条记录！"");return;}}if(confirm!=null&&confirm!=""""){vartt=window.confirm(confirm.replace(""(?)"",document.myform.myform_radio.value));if(tt){myform.action=action;myform.table_command.value=action;myform.submit();}}else{myform.action=action;myform.submit();}}functionbodyOnLoad(){eval(bodyOnLoadScript);}",326.50,330.00,326.00,329.57,0.76,0.0023,327.75,468,"153,387,000.00",　,　
Ag(T+D),6820,6859,6750,6834,-67,-0.00971,6801,"859,986","5,849,280,702.00","1,823,564","12,990&nbsp;"
