20110725
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,334.80,335.60,334.59,335.56,5.72,0.017,335.16,"2,162","724,617,280.00",　,　
Au9999&nbsp;,333.90,335.65,333.90,335.50,5.80,0.018,335.20,"2,816.20","944,015,828.00",　,　
Au100g,336.00,336.00,334.51,335.50,5.56,0.017,335.20,68,"22,793,940.00",　,　
Au(T+D),334.98,335.65,334.50,335.41,5.91,0.018,335.16,"13,468","4,514,034,660.00","115,650","9,652&nbsp;"
Pt9995&nbsp;,386.00,386.50,385.50,385.90,2.05,0.005,386.04,206,"79,524,500.00",　,　
Ag(T+D),8684.00,8731.00,8620.00,8699.00,304.00,0.036,8679.00,"678,020","5,885,154,320.00","2,034,508","29,280&nbsp;"
