20100721
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,258.50,260.32,258.50,259.89,0.77,0.003,260.12,"3,216","836,553,520.00",&nbsp;,&nbsp;
Au9999&nbsp;,260.00,261.00,259.00,260.00,1.00,0.004,260.24,"1,999.60","520,393,310.00",&nbsp;,&nbsp;
Au100g,260.00,261.60,260.00,261.07,1.57,0.006,260.92,35.4,"9,236,638.00",&nbsp;,&nbsp;
Au(T+D),258.26,260.30,258.26,259.90,1.06,0.004,259.70,"18,000","4,674,645,720.00","110,654","2,788&nbsp;"
Pt9995&nbsp;,341.00,344.00,341.00,342.07,-0.43,-0.001,342.48,266,"91,101,000.00",&nbsp;,&nbsp;
Ag(T+D),4115.00,4134.00,4108.00,4124.00,11.00,0.003,4122.00,"153,910","634,475,954.00","910,854",&nbsp;
