20100617
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995&nbsp;,270.60,271.24,270.60,271.10,2.25,0.008,270.98,"5,138","1,392,343,560.00",&nbsp;,&nbsp;
Au9999&nbsp;,273.00,273.00,270.70,271.30,2.38,0.009,271.00,"1,945.20","527,185,374.00",&nbsp;,&nbsp;
Au100g,271.50,271.80,270.50,271.54,2.54,0.009,271.20,66.6,"18,090,928.00",&nbsp;,&nbsp;
Au(T+D),271.28,271.29,270.66,271.04,2.08,0.008,270.99,"10,668","2,890,983,860.00","106,126","7,094&nbsp;"
Pt9995&nbsp;,358.50,358.50,357.00,358.00,6.50,0.019,357.78,96,"34,347,000.00",&nbsp;,&nbsp;
Ag(T+D),4190.00,4194.00,4172.00,4178.00,16.00,0.004,4180.00,"73,840","308,656,848.00","491,250",&nbsp;
