20131008
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,262.50,263.30,262.50,263.20,-2.37,-0.0089,262.99,"4,448","1,169,818,980.00",　,　
Au9999&nbsp;,265.00,265.00,262.50,263.20,-2.45,-0.0092,262.98,"24,702.80","6,496,519,002.00",　,　
Au100g&nbsp;,265.00,265.00,262.16,263.50,-2.07,-0.0078,263.71,42,"11,076,150.00",　,　
Au(T+D)&nbsp;,262.50,263.20,262.00,263.06,-1.8,-0.0068,262.69,"28,126","7,388,685,080.00","162,066","16,918"
Pt9995&nbsp;,290.00,291.75,290.00,291.51,-2.99,-0.0102,291.22,938,"273,168,000.00",　,　
Ag(T+D)&nbsp;,4460,4498,4445,4489,114,0.0261,4476,"848,856","3,799,781,746.00","2,914,594",　
