20100715
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au100g,265.00,266.00,264.18,265.64,0.22,0.0008,265.12,20.4,"5,408,604.00",&nbsp;,&nbsp;
Au50g,265.30,265.30,265.30,265.30,-8.20,-0.03,265.30,12,"3,183,600.00",&nbsp;,&nbsp;
Au9995,264.15,264.35,263.85,264.05,-0.45,-0.0017,264.15,"2,202","581,676,460.00",&nbsp;,&nbsp;
Au9999,264.54,265.18,263.10,264.03,-0.51,-0.0019,264.34,970.8,"256,690,920.00",&nbsp;,&nbsp;
Pt9995,345.50,347.00,345.50,345.77,-0.63,-0.0018,345.89,106,"36,665,000.00",&nbsp;,&nbsp;
Ag99.99,"4,200.00","4,200.00","4,200.00","4,200.00",0.00,0,"4,200.00",600,"2,520,000.00",40,&nbsp;
Ag(T+D),"4,157.00","4,190.00","4,157.00","4,174.00",-2.00,-0.0005,"4,176.00","154,836","646,713,910.00","773,416",&nbsp;
AuT+D,263.21,265.19,262.50,263.74,-0.68,-0.0026,263.82,"16,088","4,244,380,940.00","110,508","1,664"
