20021225
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,92.2,92.16,92.22,92.11,-0.14,-0.15%,92.17,701,"64,613,590"
Au99.99,93.2,93.05,93.25,93.05,-0.05,-0.05%,93.13,49,"4,563,300"
