20021111
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,84.9,85.16,85.25,84.87,0.07,0.08%,85.05,232,"19,732,460"
Au99.99,85.18,85.19,85.19,85.18,0.03,0.04%,85.19,65,"5,537,050"
