20100621
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,275.60,275.99,275.50,275.93,2.93,0.0107,275.72,"4,958","1,367,029,240.00",&nbsp;,&nbsp;
Au9999,276.99,276.99,274.56,276.09,3.12,0.0114,275.73,"4,621.40","1,269,196,658.00",&nbsp;,&nbsp;
Au100g,275.16,276.08,275.11,276.01,3.19,0.0117,275.58,90,"24,803,066.00",&nbsp;,&nbsp;
AuT+D,276.49,276.49,275.30,275.96,2.99,0.011,275.72,"17,446","4,810,283,960.00","119,982","7,326"
Pt9995,364.00,365.50,363.50,364.95,6.22,0.0173,363.82,98,"35,655,000.00",&nbsp;,&nbsp;
Ag99.99,"4,345.00","4,350.00","4,345.00","4,346.00",86.00,0.0202,"4,346.00","1,200","5,215,500.00",80,&nbsp;
Ag(T+D),"4,317.00","4,344.00","4,301.00","4,341.00",98.00,0.0231,"4,325.00","299,636","1,296,033,424.00","629,034","5,280"
