20030211
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,97.5,97.38,97.5,97.26,-1.49,-1.51%,97.36,844,"82,173,590"
Au99.99,97.55,97.41,97.8,97.18,-1.66,-1.68%,97.35,269,"26,186,260"
