20030227
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,95.28,94.98,95.3,94.8,0.28,0.30%,95.07,777,"73,871,160"
Au99.99,95.3,94.93,95.3,94.8,0.28,0.30%,95.03,520,"49,413,660"
