20121219
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,336.50,336.98,336.49,336.69,-5.25,-0.0154,336.72,"5,142","1,731,463,940.00",　,　
Au9999&nbsp;,342.00,342.00,336.40,336.96,-5.04,-0.0147,336.99,"7,386.20","2,489,454,948.00",　,　
Au100g&nbsp;,341.48,342.00,337.30,338.38,-4.1,-0.012,338.42,158.6,"53,673,922.00",　,　
Au(T+D),341.00,341.40,336.00,336.55,-4.77,-0.014,337.32,"22,842","7,705,095,520.00","157,370","7,226&nbsp;"
Pt9995&nbsp;,334.50,336.00,334.00,335.57,-2.33,-0.0069,334.69,262,"87,690,000.00",　,　
Ag(T+D),6712.00,6721.00,6581.00,6585.00,-115,-0.0172,6637.00,"1,564,524","10,384,075,710.00","3,840,108",　
