20130830
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,279.10,279.50,277.90,277.89,-1.11,-0.004,279.10,"1,316","367,299,020.00",　,　
Au9999&nbsp;,282.65,282.65,277.60,277.60,-2.4,-0.0086,279.06,"11,582.40","3,232,271,536.00",　,　
Au100g&nbsp;,279.75,280.00,278.08,278.97,-0.87,-0.0031,279.26,97,"27,088,948.00",　,　
Au(T+D),280.00,280.35,277.22,277.45,-2.94,-0.0105,279.00,"23,026","6,424,295,440.00","158,516","10,908&nbsp;"
Pt9995&nbsp;,315.00,315.00,313.00,313.39,-2.61,-0.0083,313.63,234,"73,390,000.00",　,　
Ag(T+D)&nbsp;,4830,4830,4665,4668,-177,-0.0365,4747,"3,597,814","17,081,088,930.00","3,467,492",360&nbsp;
