20030123
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,97.35,97.61,97.8,97.35,1.51,1.57%,97.64,847,"82,699,420"
Au99.99,98.48,97.7,98.5,97.65,0.28,0.29%,97.75,55,"5,376,250"
