20190517
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,市场持仓,交收方向,交收量
Au99.95,287.00,288.05,287.00,288.04,-0.57,-0.20%,287.73,520.00,"149,622,000.00",-,,
Au99.99,289.35,289.35,286.85,288.00,-0.71,-0.25%,287.74,"15,595.66","4,482,430,743.20",-,,
Au100g,289.65,289.65,287.10,288.35,-0.26,-0.09%,287.97,18.80,"5,413,990.00",-,,
iAu99.99,288.00,288.00,287.00,287.07,-0.88,-0.31%,287.07,81.28,"23,333,560.00",-,,
Au(T+D),288.10,288.54,286.75,288.10,-0.71,-0.25%,287.71,"75,118.00","21,612,309,720.00","293,298",空支付给多,"19,650"
Au(T+N1),288.20,288.65,286.65,288.65,-0.25,-0.09%,287.55,"6,170.00","1,774,110,700.00","379,908",多支付给空,"1,840"
Au(T+N2),291.80,291.80,290.20,291.60,-0.35,-0.12%,290.85,335.80,"97,672,100.00","403,566",多支付给空,"2,800"
mAu(T+D),288.11,288.50,287.00,288.20,-0.59,-0.20%,287.80,"10,479.80","3,016,104,218.00","746,004",多支付给空,"69,834"
Pt99.95,192.50,192.50,190.55,190.65,-2.86,-1.48%,190.97,400.00,"76,391,320.00",-,,
Ag99.99,"3,538","3,538","3,538","3,538",-40,-1.12%,"3,538","2,310.00","8,172,780.00",154,,
Ag(T+D),"3,548","3,551","3,503","3,510",-38,-1.07%,"3,520","4,075,126.00","14,344,456,364.00","13,128,942",多支付给空,"79,560"
