20100601
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量(公斤）,成交金额（元）,持仓量,交收量
Au9995,266.30,268.49,266.30,267.73,1.69,0.0064,267.95,"3,756","1,006,438,440.00",&nbsp;,&nbsp;
Au9999,267.70,268.50,266.34,267.69,1.68,0.0063,268.03,"2,176.40","583,351,082.00",&nbsp;,&nbsp;
Au100g,267.50,268.50,267.00,268.20,1.62,0.0061,267.95,39.8,"10,664,592.00",&nbsp;,&nbsp;
AuT+D,266.77,268.55,266.50,267.69,1.61,0.0061,267.83,"13,858","3,711,609,400.00","100,388","7,024"
Pt9995,357.00,357.00,356.00,356.50,0.17,0.0005,356.43,60,"21,386,000.00",&nbsp;,&nbsp;
Ag99.99,"4,230.00","4,230.00","4,230.00","4,230.00",40.00,0.0095,"4,230.00","1,500","6,345,000.00",100,&nbsp;
Ag(T+D),"4,184.00","4,211.00","4,180.00","4,188.00",13.00,0.0031,"4,196.00","124,046","520,563,254.00","546,524","2,700"
