20110201
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,284.70,285.20,284.70,285.20,-0.13,-0.001,285.03,296,"84,370,800.00",　,　
Au9999&nbsp;,286.00,286.00,283.80,285.95,0.25,0.001,285.26,"2,916.80","833,133,288.00",　,　
Au100g,288.80,288.80,285.80,288.27,0.45,0.002,287.47,60.4,"17,363,242.00",　,　
Au(T+D),283.52,285.80,283.30,285.65,0.44,0.002,284.86,"14,984","4,268,475,040.00","153,812","15,420&nbsp;"
Pt9995&nbsp;,396.00,396.50,395.00,396.00,1.99,0.005,395.80,42,"16,624,000.00",　,　
Ag(T+D),6181.00,6258.00,6161.00,6253.00,43.00,0.007,6225.00,"507,040","3,156,532,058.00","1,509,448","13,440&nbsp;"
