20140704
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,263.45,263.85,263.30,263.82,0.04,0.0002,263.49,"3,282","864,779,620.00",　,　
Au9999&nbsp;,263.51,264.11,262.93,263.93,0.22,0.0008,263.57,"10,618.84","2,790,277,076.20",　,　
Au100g,262.65,263.84,262.65,263.74,0.16,0.0006,263.42,22.4,"5,900,824.00",　,　
Au(T+D),262.89,263.98,262.80,263.90,-0.30,-0.0011,263.46,"24,866","6,551,313,200.00","136,830","10,686"
mAu(T+D),263.39,264.09,262.95,263.92,-0.37,-0.0014,263.54,"2,106.40","555,121,252.00","94,978","13,892"
Pt9995&nbsp;,313.00,315.00,313.00,314.36,1.36,0.0043,313.96,130,"40,815,000.00",　,　
Ag99.99&nbsp;,4316,4318,4316,4316,-2,-0.0005,4316,"2,220","9,582,480.00",148,　
Ag(T+D),4293,4316,4291,4313,12,0.0028,4304,"998,624","4,298,322,618.00","4,553,682",　
