20030311
品种,开盘价,收盘价,最高价,最低价,涨跌,涨跌幅,加权平均价,成交量,成交金额
Au99.95,94.52,94.2,94.7,94.2,-0.32,-0.34%,94.44,238,"22,477,390"
Au99.99,94.8,94.26,94.8,94.25,-0.3,-0.32%,94.54,338,"31,953,150"
