20101210
合约,开盘价,最高价,最低价,收盘价,涨跌（元）,涨跌幅,加权平均价,成交量,成交金额,持仓量,交收量
Au9995&nbsp;,297.40,299.50,297.00,299.06,0.59,0.002,298.37,"2,282","680,894,220.00",　,　
Au9999&nbsp;,298.80,299.48,297.01,299.37,0.85,0.003,298.58,"4,778.80","1,426,874,240.00",　,　
Au100g,297.21,299.99,294.80,299.98,0.70,0.002,298.92,60.4,"18,055,120.00",　,　
Au(T+D),297.70,298.90,296.51,298.80,0.74,0.003,297.88,"14,374","4,281,846,200.00","112,852","6,854&nbsp;"
Pt9995&nbsp;,374.50,374.50,373.00,373.50,-1.00,-0.003,373.73,436,"162,948,000.00",　,　
Ag(T+D),6311.00,6392.00,6311.00,6375.00,51.00,0.008,6361.00,"570,640","3,630,195,828.00","1,348,038",　
